ok
1  4  28  23254.364565 274264.793320 272.939516 87631.677359 1112.650258 604.824229 1
1  5  1  1262.220854 285443.534141 284.064240 100782.851608 1279.629345 1276.921459 1
1  5  2  766.593176 285684.582463 284.304123 101081.044286 1283.415466 1296.828163 0
1  5  3  550.557792 285785.834638 284.404886 101206.487657 1285.008207 1305.272080 0
1  5  4  454.058600 285827.318716 284.446170 101257.915221 1285.661178 1308.745761 0
1  5  5  412.857302 285841.153848 284.459938 101275.070701 1285.878999 1309.906080 0
1  5  6  400.273252 285840.680356 284.459467 101274.483538 1285.871544 1309.866354 0
1  5  7  404.404449 285831.849240 284.450679 101263.532814 1285.732504 1309.125624 0
1  5  8  419.559344 285817.506276 284.436405 101245.749112 1285.506706 1307.923371 0
1  5  9  442.873536 285799.083662 284.418071 101222.910365 1285.216725 1306.380597 0
1  5  10  472.881738 285777.314044 284.396407 101195.927038 1284.874120 1304.559623 0
1  5  11  508.878349 285752.550221 284.371763 101165.238657 1284.484473 1302.490941 0
1  5  12  550.622329 285724.912714 284.344259 101130.996935 1284.049710 1300.185652 0
1  5  13  598.207639 285694.354542 284.313848 101093.146268 1283.569124 1297.640977 0
1  5  14  652.025730 285660.679979 284.280336 101051.447226 1283.039675 1294.841930 0
1  5  15  712.793200 285623.530727 284.243367 101005.459748 1282.455777 1291.760306 0
1  5  16  781.643628 285582.339996 284.202375 100954.486757 1281.808578 1288.351071 0
1  5  17  860.304294 285536.244145 284.156502 100897.465534 1281.084586 1284.545359 0
1  5  18  951.407755 285483.926898 284.104437 100832.776230 1280.263232 1280.238141 1
1  5  19  1059.040648 285423.344934 284.044148 100757.904779 1279.312597 1275.266578 1
1  5  20  1189.739756 285351.229863 283.972382 100668.831682 1278.181646 1269.370997 1
1  5  21  1354.386190 285262.141128 283.883723 100558.871204 1276.785489 1262.121315 1
1  5  22  1572.032335 285146.552539 283.768693 100416.330375 1274.975663 1252.770175 1
1  5  23  1878.250995 284986.677692 283.609591 100219.414825 1272.475447 1239.938017 1
1  5  24  2345.263484 284746.405929 283.370480 99923.994520 1268.724526 1220.873134 1
1  5  25  3137.557759 284343.493275 282.969515 99429.999921 1262.452328 1189.488887 1
1  5  26  4698.913493 283556.049891 282.185876 98469.587824 1250.258076 1130.220806 1
1  5  27  8587.025147 281605.228546 280.244481 96118.814828 1220.410557 994.574329 1
1  5  28  22831.052473 274476.449366 273.150149 87868.601158 1115.658455 613.789396 1
1  6  1  993.809243 285577.739947 284.197797 100948.795397 1281.736316 1287.970836 0
1  6  2  583.122354 285776.317874 284.395416 101194.692414 1284.858444 1304.476350 0
1  6  3  403.649804 285859.288631 284.477985 101297.560866 1286.164554 1311.428387 0
1  6  4  322.568131 285893.063951 284.511598 101339.457422 1286.696511 1314.267825 0
1  6  5  286.909641 285904.127679 284.522608 101353.184102 1286.870797 1315.199126 0
1  6  6  274.737331 285903.448317 284.521932 101352.341184 1286.860094 1315.141923 0
1  6  7  276.271578 285895.915676 284.514435 101342.995408 1286.741432 1314.507816 0
1  6  8  286.832956 285883.869470 284.502448 101328.050913 1286.551683 1313.494318 0
1  6  9  304.068412 285868.486224 284.487139 101308.968784 1286.309400 1312.201072 0
1  6  10  326.784661 285850.362583 284.469103 101286.490626 1286.023997 1310.678901 0
1  6  11  354.427787 285829.775502 284.448615 101260.961469 1285.699856 1308.951739 0
1  6  12  386.845287 285806.801235 284.425752 101232.477489 1285.338198 1307.026696 0
1  6  13  424.185322 285781.365700 284.400439 101200.948655 1284.937879 1304.898363 0
1  6  14  466.874353 285753.255667 284.372465 101166.112784 1284.495572 1302.549831 0
1  6  15  515.653064 285722.100795 284.341461 101127.513548 1284.005481 1299.951309 0
1  6  16  571.672775 285687.325422 284.306853 101084.441130 1283.458595 1297.056269 0
1  6  17  636.674574 285648.059005 284.267776 101035.821903 1282.841282 1293.794255 0
1  6  18  713.301722 285602.979914 284.222915 100980.026089 1282.132849 1290.058373 0
1  6  19  805.647679 285550.041418 284.170233 100914.530544 1281.301258 1285.683422 0
1  6  20  920.249282 285485.975099 284.106476 100835.308236 1280.295381 1280.406524 0
1  6  21  1067.975216 285405.346616 284.026237 100735.668845 1279.030270 1273.792892 1
1  6  22  1267.845419 285298.645997 283.920052 100603.918067 1277.357444 1265.087461 1
1  6  23  1555.382296 285148.112041 283.770245 100418.252552 1275.000069 1252.895927 1
1  6  24  2002.810139 284917.632602 283.540880 100134.458324 1271.396763 1234.432507 1
1  6  25  2775.080247 284524.732031 283.149878 99651.992908 1265.270950 1203.516087 1
1  6  26  4318.780287 283746.116494 282.375024 98700.794788 1253.193687 1144.280057 1
1  6  27  8204.977127 281796.252557 280.434582 96347.212627 1223.310500 1007.182797 1
1  6  28  22521.977015 274630.987095 273.303940 88041.876524 1117.858514 620.410123 1
1  7  1  769.858205 285689.715466 284.309232 101087.400994 1283.496176 1297.255055 0
1  7  2  441.305258 285847.226422 284.465982 101282.601311 1285.974615 1310.415661 0
1  7  3  298.043061 285912.092003 284.530534 101363.066198 1286.996269 1315.869894 0
1  7  4  233.232166 285937.731933 284.556050 101394.884777 1287.400266 1318.031403 0
1  7  5  204.612574 285945.276212 284.563558 101404.248416 1287.519155 1318.668005 0
1  7  6  194.754684 285943.439640 284.561730 101401.968884 1287.490212 1318.513006 0
1  7  7  195.909935 285936.096497 284.554422 101392.855025 1287.374494 1317.893437 0
1  7  8  204.381461 285925.095217 284.543474 101379.202004 1287.201143 1316.965702 0
1  7  9  218.322342 285911.359259 284.529804 101362.156984 1286.984725 1315.808169 0
1  7  10  236.814317 285895.347755 284.513870 101342.290811 1286.732486 1314.460019 0
1  7  11  259.459878 285877.259457 284.495869 101319.851215 1286.447573 1312.938485 0
1  7  12  286.199072 285857.124342 284.475832 101294.876598 1286.130473 1311.246625 0
1  7  13  317.236779 285834.839972 284.453655 101267.241274 1285.779590 1309.376437 0
1  7  14  353.035273 285810.175207 284.429109 101236.660253 1285.391306 1307.309248 0
1  7  15  394.358305 285782.748175 284.401815 101202.662133 1284.959635 1305.013963 0
1  7  16  442.371875 285751.975872 284.371191 101164.526978 1284.475437 1302.442997 0
1  7  17  498.825359 285716.983613 284.336368 101121.174637 1283.924997 1299.524944 0
1  7  18  566.363990 285676.448780 284.296029 101070.972124 1283.287581 1296.151971 0
1  7  19  649.074881 285628.327818 284.248141 101011.397280 1282.531165 1292.157869 0
1  7  20  753.475228 285569.362127 284.189460 100938.430621 1281.604715 1287.278593 0
1  7  21  890.391158 285494.138644 284.114600 100845.400537 1280.423522 1281.077850 0
1  7  22  1078.760526 285393.188443 284.014137 100720.650074 1278.839578 1272.798251 1
1  7  23  1353.959767 285248.823305 283.870470 100542.440651 1276.576872 1261.040740 1
1  7  24  1787.984367 285025.045488 283.647773 100266.646712 1273.075145 1243.006832 1
1  7  25  2545.545691 284639.499309 283.264090 99792.750249 1267.058131 1212.474701 1
1  7  26  4073.566824 283868.723225 282.497039 98850.145619 1255.089979 1153.431819 1
1  7  27  7947.131119 281925.175560 280.562882 96501.578307 1225.270465 1015.772728 1
1  7  28  22277.547801 274753.201702 273.425564 88179.082327 1119.600602 625.691245 1
1  8  1  581.101079 285784.094029 284.403154 101204.330242 1284.980815 1305.126509 0
1  8  2  327.618881 285904.069611 284.522550 101353.112054 1286.869882 1315.194236 0
1  8  3  217.827310 285952.199879 284.570448 101412.842322 1287.628271 1319.252481 0
1  8  4  168.513328 285970.091353 284.588253 101435.052275 1287.910268 1320.763894 0
1  8  5  147.122551 285974.021224 284.592164 101439.931167 1287.972215 1321.096083 0
1  8  6  140.301685 285970.666139 284.588825 101435.765856 1287.919329 1320.812476 0
1  8  7  142.140468 285962.981231 284.581177 101426.225561 1287.798197 1320.163070 0
1  8  8  149.836135 285952.367880 284.570615 101413.050857 1287.630919 1319.266666 0
1  8  9  162.006817 285939.517022 284.557826 101397.100298 1287.428396 1318.182008 0
1  8  10  177.990126 285924.759850 284.543140 101378.785821 1287.195859 1316.937430 0
1  8  11  197.536014 285908.221389 284.526682 101358.263472 1286.935289 1315.543867 0
1  8  12  220.672791 285889.887483 284.508436 101335.516649 1286.646475 1314.000552 0
1  8  13  247.659773 285869.628475 284.488275 101310.385598 1286.327389 1312.297060 0
1  8  14  278.993464 285847.196112 284.465951 101282.563722 1285.974137 1310.413117 0
1  8  15  315.459083 285822.197785 284.441074 101251.565823 1285.580560 1308.316514 0
1  8  16  358.235285 285794.044167 284.413056 101216.663480 1285.137409 1305.958855 0
1  8  17  409.076917 285761.857834 284.381025 101176.772267 1284.630914 1303.268123 0
1  8  18  470.627209 285724.317171 284.343666 101130.259173 1284.040342 1300.136017 0
1  8  19  546.961272 285679.384622 284.298951 101074.607574 1283.333740 1296.396005 0
1  8  20  644.568448 285623.815516 284.243650 101005.812236 1282.460253 1291.783905 0
1  8  21  774.219639 285552.224404 284.172405 100917.230735 1281.335542 1285.863567 0
1  8  22  954.748425 285455.194494 284.075844 100797.261752 1279.812309 1277.878113 1
1  8  23  1221.337938 285315.134220 283.936460 100624.269194 1277.615840 1266.429220 1
1  8  24  1645.630686 285096.222329 283.718606 100354.309601 1274.188192 1248.717779 1
1  8  25  2391.718351 284716.412979 283.340632 99887.161138 1268.256856 1218.511714 1
1  8  26  3905.582488 283952.715393 282.580625 98952.552048 1256.390222 1159.738872 1
1  8  27  7761.761325 282017.860458 280.655119 96612.663465 1226.680901 1021.988500 1
1  8  28  22077.622039 274853.164583 273.525044 88291.420440 1121.026947 630.040703 1
1  9  1  423.022355 285863.133391 284.481812 101302.329469 1286.225101 1311.751334 0
1  9  2  235.519700 285950.119201 284.568377 101410.259654 1287.595479 1319.076812 0
1  9  3  155.327647 285983.449710 284.601547 101451.637215 1288.120846 1321.893370 0
1  9  4  119.947260 285994.374386 284.612418 101465.202081 1288.293077 1322.817713 0
1  9  5  105.316979 285994.924010 284.612965 101465.884567 1288.301743 1322.864232 0
1  9  6  101.643068 285989.995448 284.608061 101459.764720 1288.224040 1322.447139 0
1  9  7  104.619088 285981.741921 284.599847 101449.516818 1288.093923 1321.748925 0
1  9  8  112.223656 285971.174119 284.589330 101436.396501 1287.927336 1320.855412 0
1  9  9  123.483265 285958.778798 284.576995 101421.008796 1287.731960 1319.808067 0
1  9  10  137.961874 285944.773976 284.563058 101403.625043 1287.511240 1318.625617 0
1  9  11  155.541038 285929.218877 284.547578 101384.319473 1287.266119 1317.313381 0
1  9  12  176.328536 285912.059611 284.530501 101363.026004 1286.995758 1315.867166 0
1  9  13  200.633019 285893.141852 284.511675 101339.554069 1286.697738 1314.274381 0
1  9  14  228.982050 285872.201819 284.490836 101313.577553 1286.367917 1312.513332 0
1  9  15  262.180114 285848.837270 284.467585 101284.598993 1285.999979 1310.550865 0
1  9  16  301.416738 285822.453441 284.441328 101251.882801 1285.584585 1308.337940 0
1  9  17  348.450555 285792.171015 284.411192 101214.341618 1285.107928 1305.802127 0
1  9  18  405.921001 285756.670275 284.375863 101170.343942 1284.549294 1302.834913 0
1  9  19  477.889125 285713.920696 284.333320 101117.380583 1283.876824 1299.269801 0
1  9  20  570.813888 285660.692797 284.280349 101051.463096 1283.039877 1294.842995 0
1  9  21  695.407464 285591.630491 284.211621 100965.982019 1281.954532 1289.119317 0
1  9  22  870.392864 285497.372274 284.117818 100849.398359 1280.474282 1281.343853 0
1  9  23  1130.744443 285360.430968 283.981538 100680.193316 1278.325903 1270.121855 1
1  9  24  1547.704708 285145.185317 283.767333 100414.645218 1274.954267 1252.659937 1
1  9  25  2284.588319 284769.977995 283.393938 99952.949426 1269.092163 1222.731883 1
1  9  26  3785.880862 284012.566206 282.640187 99025.570647 1257.317332 1164.251868 1
1  9  27  7623.531752 282086.975244 280.723900 96695.558687 1227.733413 1026.645643 1
1  9  28  21913.072209 274935.439498 273.606922 88383.957510 1122.201881 633.640824 1
1  10  1  293.241458 285928.023839 284.546389 101382.836411 1287.247289 1317.212615 0
1  10  2  161.572692 285987.092705 284.605172 101456.160476 1288.178277 1322.201542 0
1  10  3  106.521614 286007.852727 284.625832 101481.939546 1288.505591 1323.958916 0
1  10  4  83.095055 286012.800489 284.630756 101488.084195 1288.583609 1324.378060 0
1  10  5  74.400345 286010.382327 284.628349 101485.081035 1288.545478 1324.173193 0
1  10  6  73.643824 286003.995070 284.621993 101477.148889 1288.444765 1323.632201 0
1  10  7  77.869206 285995.116862 284.613157 101466.124039 1288.304783 1322.880555 0
1  10  8  85.713036 285984.429429 284.602522 101452.853652 1288.136291 1321.976241 0
1  10  9  96.546414 285972.247223 284.590398 101437.728744 1287.944251 1320.946119 0
1  10  10  110.125126 285958.692350 284.576909 101420.901484 1287.730597 1319.800765 0
1  10  11  126.442907 285943.767942 284.562057 101402.376367 1287.495386 1318.540712 0
1  10  12  145.675705 285927.386026 284.545754 101382.044879 1287.237239 1317.158837 0
1  10  13  168.174732 285909.370995 284.527826 101359.689907 1286.953400 1315.640692 0
1  10  14  194.494406 285889.445641 284.507997 101334.968502 1286.639515 1313.963378 0
1  10  15  225.455786 285867.199434 284.485858 101307.372702 1286.289134 1312.092945 0
1  10  16  262.257501 285842.033059 284.460813 101276.160986 1285.892842 1309.979848 0
1  10  17  306.660830 285813.065878 284.431986 101240.243957 1285.436808 1307.551368 0
1  10  18  361.300794 285778.980378 284.398065 101197.992269 1284.900342 1304.698928 0
1  10  19  430.224385 285737.753065 284.357037 101146.904566 1284.251687 1301.256234 0
1  10  20  519.861127 285686.169177 284.305703 101083.009242 1283.440415 1296.960110 0
1  10  21  640.866912 285618.900767 284.238759 100999.729317 1282.383018 1291.376698 0
1  10  22  811.858962 285526.639225 284.146943 100885.587008 1280.933765 1283.753631 0
1  10  23  1067.610443 285391.997967 284.012953 100719.179587 1278.820908 1272.700897 1
1  10  24  1478.971469 285179.551937 283.801533 100457.009642 1275.492163 1255.433516 1
1  10  25  2208.467782 284808.038263 283.431815 99999.713663 1269.685924 1225.738407 1
1  10  26  3698.961885 284056.025695 282.683436 99078.615777 1257.990840 1167.538695 1
1  10  27  7519.131811 282139.175215 280.775848 96758.200201 1228.528766 1030.175561 1
1  10  28  21779.378533 275002.286336 273.673445 88459.193150 1123.157140 636.579398 1
1  11  1  190.428435 285979.430351 284.597547 101446.646814 1288.057483 1321.553435 0
1  11  2  103.864912 286015.946595 284.633886 101491.991497 1288.633220 1324.644640 0
1  11  3  69.171274 286026.527897 284.644417 101505.133717 1288.800085 1325.541580 0
1  11  4  55.485579 286026.605227 284.644494 101505.229768 1288.801305 1325.548137 0
1  11  5  51.697847 286021.733576 284.639645 101499.178910 1288.724478 1325.135115 0
1  11  6  53.431809 286014.101078 284.632050 101489.699446 1288.604118 1324.488257 0
1  11  7  58.817986 286004.642472 284.622637 101477.952858 1288.454973 1323.687026 0
1  11  8  67.022345 285993.774775 284.611822 101464.457527 1288.283624 1322.766964 0
1  11  9  77.693545 285981.673658 284.599779 101449.432062 1288.092847 1321.743152 0
1  11  10  90.742248 285968.383789 284.586553 101432.932405 1287.883353 1320.619578 0
1  11  11  106.253092 285953.862850 284.572103 101414.906539 1287.654480 1319.392898 0
1  11  12  124.457512 285937.995122 284.556312 101395.211426 1287.404413 1318.053606 0
1  11  13  145.741506 285920.587609 284.538988 101373.608264 1287.130120 1316.585744 0
1  11  14  170.681491 285901.352099 284.519846 101349.740337 1286.827072 1314.965433 0
1  11  15  200.112072 285879.871291 284.498469 101323.091129 1286.488710 1313.158088 0
1  11  16  235.239178 285855.542221 284.474257 101292.914397 1286.105559 1311.113769 0
1  11  17  277.825891 285827.483347 284.446334 101258.119349 1285.663770 1308.759563 0
1  11  18  330.502951 285794.379299 284.413390 101217.078897 1285.142683 1305.986897 0
1  11  19  397.304674 285754.212921 284.373417 101167.298937 1284.510632 1302.629746 0
1  11  20  484.634489 285703.782496 284.323231 101104.823058 1283.717383 1298.425599 0
1  11  21  603.098754 285637.784847 284.257552 101023.103316 1282.679796 1292.941948 0
1  11  22  771.221773 285546.957820 284.167164 100910.716449 1281.252831 1285.428995 0
1  11  23  1023.599703 285414.003337 284.034852 100746.363312 1279.166057 1274.501507 1
1  11  24  1430.735168 285203.670088 283.825535 100486.748194 1275.869751 1257.383252 1
1  11  25  2154.445566 284835.049372 283.458695 100032.911398 1270.107432 1227.876111 1
1  11  26  3636.096227 284087.458523 282.714717 99116.994234 1258.478128 1169.921103 1
1  11  27  7441.173755 282178.154242 280.814639 96804.995092 1229.122916 1032.818497 1
1  11  28  21674.144053 275054.903576 273.725808 88518.445645 1123.909463 638.901014 1
1  12  1  113.811911 286017.738613 284.635670 101494.217138 1288.661479 1324.796505 0
1  12  2  61.289749 286037.234176 284.655071 101518.432400 1288.968937 1326.449665 0
1  12  3  41.982915 286040.122076 284.657945 101522.019786 1289.014486 1326.694705 0
1  12  4  35.689610 286036.503212 284.654344 101517.524401 1288.957408 1326.387648 0
1  12  5  35.660107 286029.752446 284.647626 101509.138923 1288.850939 1325.815021 0
1  12  6  39.339597 286021.147183 284.639062 101498.450595 1288.715230 1325.085408 0
1  12  7  45.676843 286011.213043 284.629176 101486.112710 1288.558578 1324.243568 0
1  12  8  54.236231 286000.167832 284.618184 101472.396167 1288.384420 1323.308133 0
1  12  9  64.875361 285988.082750 284.606157 101457.389773 1288.193885 1322.285304 0
1  12  10  77.621634 285974.944096 284.593082 101441.076928 1287.986763 1321.174104 0
1  12  11  92.628365 285960.675213 284.578882 101423.362921 1287.761850 1319.968257 0
1  12  12  110.169033 285945.139362 284.563421 101404.078558 1287.516998 1318.656455 0
1  12  13  130.656067 285928.130328 284.546494 101382.968565 1287.248967 1317.221594 0
1  12  14  154.682636 285909.351526 284.527806 101359.665749 1286.953094 1315.639052 0
1  12  15  183.093638 285888.380508 284.506937 101333.647112 1286.622738 1313.873769 0
1  12  16  217.100477 285864.611571 284.483283 101304.162879 1286.248379 1311.875515 0
1  12  17  258.467415 285837.162585 284.455966 101270.121345 1285.816158 1309.571248 0
1  12  18  309.821552 285804.719999 284.423680 101229.897413 1285.305439 1306.852432 0
1  12  19  375.186892 285765.271812 284.384423 101181.002962 1284.684631 1303.553293 0
1  12  20  460.945871 285715.626805 284.335018 101119.493938 1283.903657 1299.411916 0
1  12  21  577.665183 285650.501632 284.270207 101038.845848 1282.879677 1293.996960 0
1  12  22  743.794923 285560.671245 284.180811 100927.679337 1281.468207 1286.560831 0
